PMID,Original_Title,Generated_Title
34659604,"Assessment of the role played by domestic animals in jigger infection in Kandara  sub-county, Kenya (case control study).",Study of  in chicken
34965897,Of mice and chickens: Revisiting the RC time constant problem.,Avian hair cells depend on electrical resonance for frequency selectivity.
35281610,Seroprevalence of Infectious Bronchitis Virus in Broiler and Layer Farms of Central Ethiopia.,Identification of  in chicken
35036414,Integrated Analysis of mRNA and MicroRNA Co-expressed Network for the Differentiation of Bovine Skeletal Muscle Cells After Polyphenol Resveratrol Treatment.,Study of  in chicken
34588614,Impact of feed glyphosate residues on broiler breeder egg production and egg hatchability.,"Glyphosate is the active substance in glyphosate-based herbicides, e.g."
34659257,"Immune Phenomena in Myeloid Neoplasms: An ""Egg or Chicken"" Question.", and its association with genetic
34458330,The Association of Left Atrial Appendage Morphology to Atrial Fibrillation Recurrence After Radiofrequency Ablation.,Method of  in chicken
34807789,Retroviral association with ovarian adenocarcinoma in laying hens.,The laying hen has been used as a model for
34971779,Effects of mineral additives on antibiotic resistance genes and related mechanisms during chicken manure composting.,Study of  in chicken
34684399,"Food Taste, Dietary Consumption, and Food Preference Perception of Changes Following Bariatric Surgery in the Saudi Population: A Cross-Sectional Study.",Study of  in chicken
35082062,Third-generation cephalosporin (3GC) resistance and its association with Extra-intestinal pathogenic Escherichia coli (ExPEC). Focus on broiler carcasses.,"The worldwide spread of Extra-intestinal Pathogenic Escherichia coli (ExPEC), together"
34827274,Molecular Characteristics and Antimicrobial Resistance of Salmonella enterica Serovar Schwarzengrund from Chicken Meat in Japan.,Study of  in chicken
35156546,"Serological evaluation of Newcastle disease protection among broilers at a live bird market in Kano, Northwest Nigeria, and its epidemiological significance.",Study of  in chicken
35256120,"Ascaridia galli and Heterakis gallinarum prevalence and genetic variance of A. galli in rural chicken from the Northern Region, Ghana.",Study of  in chicken
35065879,Prevalence of markers of atrial cardiomyopathy in embolic stroke of undetermined  source: A systematic review.,Assessment of  in chicken
35057849,Dermanyssus gallinae: the long journey of the poultry red mite to become a vector.,Approach of  in chicken
34923879,Two novel InDels within the promoter of SIRT1 are associated with growth traits in chickens.,Study of  in chicken
34597342,Dynamically expressed genes provide candidate viability biomarkers in a model coccidian.,Study of  in livestock
34607956,Cis-acting mutation affecting GJA5 transcription is underlying the Melanotic within-feather pigmentation pattern in chickens., and its association with chromosome
34811413,Unequal burden of equal risk factors of diabetes between different gender in India: a cross-sectional analysis.,Study of  in chicken
35301570,Avian leukosis virus (ALV) is highly prevalent in fancy-chicken flocks in Saxony.,Detection of  in chicken
35092237,Northeastern Conference on Avian Diseases from 1928-2021: 93 Years of Contributions to Organized Avian Medicine.,Bacillary white diarrhea in chickens was a major disease concern
34991478,Genome-wide association study identifies SNPs for growth performance and serum indicators in Valgus-varus deformity broilers (Gallus gallus) using ddGBS sequencing.,Method of  in chicken
35250914,Multi-Omics Association Reveals the Effects of Intestinal Microbiome-Host Interactions on Fat Deposition in Broilers., and its association with gene
35007930,Research Note: MHCY haplotype impacts Campylobacter jejuni colonization in a backcross [(Line 61 x Line N) x Line N] population.,Study of  in chicken
34581031,Genome-wide scan for selective footprints and genes related to cold tolerance in  Chantecler chickens.,Study of  in chicken
34675224,Analysis of potential regulatory LncRNAs and CircRNAs in the oxidative myofiber and glycolytic myofiber of chickens., and its association with gene
34747677,Runs of homozygosity analysis reveals population characteristics of yellow-feathered chickens using re-sequencing data.,Evaluation of  in chicken
35286234,Generation of an avian influenza DIVA vaccine with a H3-peptide replacement located at HA2 against both highly and low pathogenic H7N9 virus.,A differentiating infected from vaccinated animals (DIVA) vaccine is an
34902538,Molecular epidemiological studies on avian pathogenic Escherichia coli associated with septicemia in chickens in India.,Study of  in chicken
34686130,Impact of the gut microecology on Campylobacter presence revealed by comparisons  of the gut microbiota from chickens raised on litter or in individual cages.,Analysis of  in chicken
34881318,A Novel Fiber-1-Edited and Highly Attenuated Recombinant Serotype 4 Fowl Adenovirus Confers Efficient Protection Against Lethal Challenge.,Technique of  in animal
35458529,Complete Genome Characterization of Reticuloendotheliosis Virus Detected in Chickens with Multiple Viral Coinfections., and its association with protein
35058965,circTAF8 Regulates Myoblast Development and Associated Carcass Traits in Chicken.,Study of  in chicken
34646299,SAP30 Gene Is a Probable Regulator of Muscle Hypertrophy in Chickens., and its association with gene
34727889,Genetic variations for the eggshell crystal structure revealed by genome-wide association study in chickens.,Study of  in chicken
35458523,A Recombinant Turkey Herpesvirus Expressing the F Protein of Newcastle Disease Virus Genotype XII Generated by NHEJ-CRISPR/Cas9 and Cre-LoxP Systems Confers Protection against Genotype XII Challenge in Chickens., and its association with protein
33447254,A Major QTL for Resistance to Vibrio anguillarum in Rainbow Trout., and its association with trait
35100964,ddRAD-seq reveals the genetic structure and detects signals of selection in Italian brown trout., and its association with gene
34524627,Components of metabolic syndrome associated with lower neurocognitive performance in youth with perinatally acquired HIV and youth who are HIV-exposed uninfected.,Association of metabolic syndrome (mets) and its components
34261942,Derivation and Validation of the Critical Bronchiolitis Score for the PICU.,OBJECTIVES: To derive and internally validate a bronchiolitis-specific illness severity
33153561,ACR Appropriateness Criteria® Vomiting in Infants., and its association with variant
34280522,Prognostic Role of Cardiopulmonary Exercise Testing in Wild-Type Transthyretin Amyloid Cardiomyopathy Patients Treated With Tafamidis.,BACKGROUND: The prognostic value of cardiopulmonary exercise testing (CPET) in
34743109,Neonatal Nurses' Report of Family-Centered Care Resources and Practices.,BACKGROUND: A paucity of studies describes the prevalence of family-centered
34642636,Vitamin K & D Deficiencies Are Independently Associated With COVID-19 Disease Severity., and its association with protein
34817400,The Impact of the COVID-19 Pandemic on Pediatric Graduate Medical Education: Lessons Learned and Pathways Forward.,"In this article, the authors describe the impact of the"
35198999,Seasonal changes of electrophysiological heterogeneities in the rainbow trout ventricular myocardium.,INTRODUCTION: Thermal adaptation in fish is accompanied by morphological and
34256705,Long-term monitoring of a brown trout (Salmo trutta) population reveals kin-associated migration patterns and contributions by resident trout to the anadromous run.,Anthropogenic pressure experienced by migrating individuals affects the
35013769,Trabecular bone score in people with cystic fibrosis.,People with cystic fibrosis (CF) are at increased risk of
33367062,Phylogenetic association of Cyprinid (Schizothorax) inferred from complete mitochondrial genome., and its association with protein
35442240,Differences in Clinical Presentation of Eosinophilic Esophagitis in Pediatric Patients with Ulcerative Colitis and Crohn's Disease.,SIGNIFICANCE: Eosinophilic Esophagitis (EoE) is an inflammatory condition characterized by
34471570,"Incorporating Acupuncture Into American Healthcare: Initiating a Discussion on Implementation Science, the Status of the Field, and Stakeholder Considerations.",Methods that promote the uptake of evidence-based interventions
