PMID,Original_Title,Generated_Title
34867850,Improving Chicken Responses to Glycoconjugate Vaccination Against Campylobacter jejuni.,Transplantation of the cecal microbiota of responder birds to a live Escherichia coli live vaccine expressing Campylobacter jejuni N-glycan on its surface decreases antigen-specific IgY responses.
34936960,"Effects of incubator oxygen and carbon dioxide concentrations on hatchability of  fertile eggs, some blood parameters, and histopathological changes of broilers with different parental stock ages in high altitude.","The effects of incubator carbon dioxide and oxygen concentrations with parental stock age on hatchability of hatching eggs, egg laying parameters, and the tissue development of broilers."
34997179,Chicken blastoderms and primordial germ cells possess a higher expression of DNA  repair genes and lower expression of apoptosis genes to preserve their genome stability.,"Whole-transcriptome sequencing analysis of chicken embryonic fibroblasts, blastoderms, and primordial germ cells."
34555848,Association of female reproductive tract microbiota with egg production in layer  chickens.,Comparison of the Fecal Tract Microbiome of Female Egg-Producing Chickens.
34583293,"Association between farm biosecurity practices and antimicrobial usage on commercial chicken farms in Chattogram, Bangladesh.","Biosecurity practices on commercial chicken farms in the Chattogram district, Bangladesh."
35208655,Distribution of Salmonella spp. Serotypes Isolated from Poultry in Abruzzo and Molise Regions (Italy) during a 6-Year Period.,"Prevalence of Salmonellaenterica subsp. enterica serovar Enteriditis, Typhimurium (including its monophasic variant) and salmonellosis in poultry flocks in Italy between 2015 and 2020."
34834960,Immunogenicity of Novel Live Vaccine Based on an Artificial rHN20 Strain against  Emerging Fowl Adenovirus 4.,Immunogenicity of a novel fowl adenovirus 4 (FAdV-4) vaccine against hepatitis-hydropericardium syndrome in chickens.
34571798,MIDESP: Mutual Information-Based Detection of Epistatic SNP Pairs for Qualitative and Quantitative Phenotypes.,MIDESP: Detection of epistasis between SNPs in quantitative and qualitative phenotypes.
35405904,G0S2 Gene Polymorphism and Its Relationship with Carcass Traits in Chicken.,Cloning and characterization of the G0S2 gene and its association with carcass traits of chickens.
34773482,LncRNAs in domesticated animals: from dog to livestock species.,Transcriptome-based catalogues of long non-coding RNAs in domestic animals.
35066209,Multifaceted roles of the egg perivitelline layer in avian reproduction: Functional insights from the proteomes of chicken egg inner and outer sublayers.,Proteomic analysis of the avian egg perivitelline layer and the chicken egg yolk.
35391799,Population Genomic Sequencing Delineates Global Landscape of Copy Number Variations that Drive Domestication and Breed Formation of in Chicken.,Whole-Genome Sequencing Reveals Novel Genes Associated withCopy Number Variation in Chicken.
35145500,"RW-BP100-4D, a Promising Antimicrobial Candidate With Broad-Spectrum Bactericidal Activity.",A short linear antimicrobial peptide RW-BP100-4D reduces multidrug-resistant Staphylococcus aureus by reducing the N-terminal 4th amino acid from L- to D-enantiomer.
34567076,Time Course Transcriptomic Study Reveals the Gene Regulation During Liver Development and the Correlation With Abdominal Fat Weight in Chicken.,Transcriptome analysis of the chicken liver reveals the association between liver gene expression and fat deposition during development.
35453750,"Clostridium perfringens Associated with Foodborne Infections of Animal Origins: Insights into Prevalence, Antimicrobial Resistance, Toxin Genes Profiles, and Toxinotypes.",Clostridium perfringens (Cephalosporhynchus mykiss) foodborne crisis: a case report and characterization of multidrug-resistant strains.
35205238,The SLC27A1 Gene and Its Enriched PPAR Pathway Are Involved in the Regulation of  Flavor Compound Hexanal Content in Chinese Native Chickens.,Transcriptome analysis and weighted gene co-expression network analysis of hexanal in Chinese Jingxing Yellow chicken and Wenchang chicken.
34696415,Newcastle Disease Virus Vectored Chicken Infectious Anaemia Vaccine Induces Robust Immune Response in Chickens.,Development and evaluation of a bivalent vaccine against Newcastle disease virus and chicken infectious anaemia virus in chickens.
34869349,Dynamic Expression and Regulatory Network of Circular RNA for Abdominal Preadipocytes Differentiation in Chicken (Gallus gallus).,Identification and characterization of differentially expressed circRNAs in chicken adipogenic differentiation.
34954461,Stress-induced immunosuppression increases levels of certain circulating miRNAs and affects the immune response to an infectious bursal disease virus vaccine in  chickens.,Dex-Induced Immunosuppression Affects Immune Response to Infectious Bursal Disease Virus (IBDV) Vaccine.
35173035,The Discovery of Chicken Foxp3 Demands Redefinition of Avian Regulatory T Cells.,Molecular characterization and functional characterization of the chicken Foxp3 ortholog.
34591878,"Approach direction and accuracy, but not response times, show spatial-numerical association in chicks.",Accuracy of spatial numerical association in a sagittally-oriented series of identical items.
34980121,Protective immunity induced by oral vaccination with a recombinant Lactococcus lactis vaccine against H5Nx in chickens.,Generation of a H5Nx influenza vaccine expressing hemagglutinin-1 of A/chicken/Vietnam/1203/2004.
34809450,"Why Did the Bee Eat the Chicken? Symbiont Gain, Loss, and Retention in the Vulture Bee Microbiome.",The vulture bee microbiome changes on short and long timescales.
35255339,Influence of laying hen-systems and ecologic variables on mites of medical and veterinary importance.,Comparison of mite community composition in two egg-laying systems.
34604602,"Isolation, identification antimicrobial susceptibility and associated risk factors of Salmonella in semi-intensive poultry farms of Kafa zone, Southwest Ethiopia.","Prevalence and associated risk factors of salmonella enterica species in semi-intensive poultry farms of Kafa zone, southwest Ethiopia."
34504189,Differentially expressed genes in the femur cartilage transcriptome clarify the understanding of femoral head separation in chickens.,Transcriptome analysis of femoral head necrosis with osteomyelitis in broilers.
35003230,Differentially Expressed lncRNAs Related to the Development of Abdominal Fat in Gushi Chickens and Their Interaction Regulatory Network.,Transcriptome analysis of long noncoding RNA in the abdominal fat of Chinese Gushi chickens.
34864328,"Survey of Salmonella in commercial broiler farms in Shiraz, southern Iran.","Prevalence and risk factors for the presence of Salmonella Enteritidis and S. Typhimurium in broiler chicken farms in Shiraz, southern Iran."
35071376,S-Methylcysteine Ameliorates the Intestinal Damage Induced by Eimeria tenella Infection via Targeting Oxidative Stress and Inflammatory Modulators.,Methylcysteine as a plant-based anticoccidial drug against Eimeria tenella infection in broilers.
35290380,Whole-genome sequencing revealed genetic diversity and selection of Guangxi indigenous chickens.,Genetic diversity and population structure of Guangxi indigenous chicken.
35100979,Genome-wide run of homozygosity analysis reveals candidate genomic regions associated with environmental adaptations of Tibetan native chickens.,Genetic diversity of Tibetan native chicken and Lhasa white chicken.
35055138,Orofacial Cleft and Mandibular Prognathism-Human Genetics and Animal Models.,Genetics of congenital malformations in craniofacial clefts: a review.
34867866,Risk Factors and Prevalence of mcr-1-Positive Escherichia coli in Fecal Carriages Among Community Children in Southern Taiwan.,Prevalence and risk factors of mcr-1-positive Escherichia coli in fecal carriages among community children in Southern Taiwan.
35299951,Genome-Wide Association Studies Provide Insight Into the Genetic Determination for Hyperpigmentation of the Visceral Peritoneum in Broilers.,Genome-wide association studies identify CYP2D6 as a candidate gene for hyperpigmentation of the visceral peritoneum in yellow-feathered broilers.
35000932,Colonic Chicken Skin Mucosa Surrounding Colon Polyps Is an Endoscopic Predictive  Marker for Colonic Neoplastic Polyps.,The chicken skin mucosa surrounding the colon polyp is associated with histological differentiation of neoplastic and advanced polyps.
35063827,Salmonella Typhimurium lacking phoBR as a live vaccine candidate against poultry  infection.,Immunization with a recombinant Salmonella enterica serovar Typhimurium ΔphoBR mutant with PhoB/PhoR two-component regulatory system responsible for cellular phosphate signaling.
