PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
35316733,Endoplasmic reticulum stress is involved in small white follicular atresia in chicken ovaries.,"Follicles in laying hens, a large number of",Endoplasmic reticulum stress is associated with follicular atresia in laying hens.,Endoplasmic reticulum stress is associated with follicular atresia in laying hens.,0.28291332071489855
35168561,Genetic effect of an InDel in the promoter region of the NUDT15 and its effect on myoblast proliferation in chickens.,Study of  in chicken,Association analysis of two indels in the promoter region of NUDT15 with growth and carcass traits in chickens.,Association analysis of two indels in the promoter region of NUDT15 with growth and carcass traits in chickens.,0.22622583725445722
34625122,Perturbations of the ileal mycobiota by necrotic enteritis in broiler chickens.,Study of  in animal,Dysbiosis of the ileal mycobiota is associated with necrotic enteritis in broilers.,Dysbiosis of the ileal mycobiota is associated with necrotic enteritis in broilers.,0.30661487102926754
34628592,Neuro-Behavioral Dynamic Prediction of Interpersonal Cooperation and Aggression.,Evaluation of  in chicken,Neural prediction of behavioral choices in the subsequent decision-output stage of the chicken game.,Neural prediction of behavioral choices in the subsequent decision-output stage of the chicken game.,0.030206205252435548
35037399,Homologous PB1 gene promotes the replication efficiency of avian influenza H7N4 candidate vaccine virus., and its association with protein,Hemagglutinin 1 (PB1) as a reassortant virus for pandemic preparedness in China.,Hemagglutinin 1 (PB1) as a reassortant virus for pandemic preparedness in China.,0.0
35327110,Morphological Characteristics and Transcriptome Landscapes of Chicken Follicles during Selective Development.,Ovarian follicle selection largely depends on the transition of granulosa,Transitions of follicles during follicle selection in the prehierarchal to the hierarchal stage.,Transitions in follicle morphology during follicle selection in the prehierarchal.,0.01909690192411307
34778408,Post-angiography Retention of the Contrast Agent in the Left Atrial Appendage Is  Associated With Risk of Cardioembolic Stroke in Patients With Atrial Fibrillation: A Retrospective Study.,Study of  in chicken,Left atrial appendage contrast agent retention after angiography is associated with increased risk of cardioembolic stroke in patients with Atrial fibrillation.,Left atrial appendage contrast agent retention after angiography is associated with increased risk of cardioembolic stroke in patients with atrial fibrillation.,0.38476914874236673
34867850,Improving Chicken Responses to Glycoconjugate Vaccination Against Campylobacter jejuni., and its association with phenotype,Transplantation of the cecal microbiota of responder birds to a live Escherichia coli live vaccine expressing Campylobacter jejuni N-glycan on its surface decreases antigen-specific IgY responses.,Transplantation of the cecal microbiota of responder birds to a live Escherichia coli live vaccine expressing Campylobacter jejuni N-glycan on its surface decreases antigen-specific IgY responses.,0.008640609739997756
34936960,"Effects of incubator oxygen and carbon dioxide concentrations on hatchability of  fertile eggs, some blood parameters, and histopathological changes of broilers with different parental stock ages in high altitude.",Broilers were investigated,"The effects of incubator carbon dioxide and oxygen concentrations with parental stock age on hatchability of hatching eggs, egg laying parameters, and the tissue development of broilers.","The effects of incubator carbon dioxide and oxygen concentrations with parental stock age on hatchability, hatchability of hatching eggs, and the tissue development of broilers.",0.06198579455610777
34997179,Chicken blastoderms and primordial germ cells possess a higher expression of DNA  repair genes and lower expression of apoptosis genes to preserve their genome stability.,Analysis of  in chicken,"Whole-transcriptome sequencing analysis of chicken embryonic fibroblasts, blastoderms, and primordial germ cells.","Whole-transcriptome sequencing analysis of chicken embryonic fibroblasts, blastoderms, and primordial germ cells.",0.03241979027933309
34555848,Association of female reproductive tract microbiota with egg production in layer  chickens.,BACKGROUND: The microbiota of the female reproductive tract is increasingly,Comparison of the Fecal Tract Microbiome of Female Egg-Producing Chickens.,Comparison of the Fecal Tract Microbiome of Female Egg-Producing Chickens.,0.04345587182943313
34583293,"Association between farm biosecurity practices and antimicrobial usage on commercial chicken farms in Chattogram, Bangladesh.",Method of  in livestock,"Biosecurity practices on commercial chicken farms in the Chattogram district, Bangladesh.","Biosecurity practices on commercial chicken farms in the Chattogram district, Bangladesh.",0.2900322213694999
35208655,Distribution of Salmonella spp. Serotypes Isolated from Poultry in Abruzzo and Molise Regions (Italy) during a 6-Year Period., and its association with variant,"Prevalence of Salmonellaenterica subsp. enterica serovar Enteriditis, Typhimurium (including its monophasic variant) and salmonellosis in poultry flocks in Italy between 2015 and 2020.","Serotypes of Salmonellaenterica subsp. enterica serovar Enteriditis, Salmonellosis in Poultry in Abruzzo and Molise Regions, 2015-2020.",0.21977073101999892
34834960,Immunogenicity of Novel Live Vaccine Based on an Artificial rHN20 Strain against  Emerging Fowl Adenovirus 4., and its association with gene,Immunogenicity of a novel fowl adenovirus 4 (FAdV-4) vaccine against hepatitis-hydropericardium syndrome in chickens.,Immunogenicity of a novel fowl adenovirus 4 (FAdV-4) vaccine against hepatitis-hydropericardium syndrome in chickens.,0.0425920565367986
34571798,MIDESP: Mutual Information-Based Detection of Epistatic SNP Pairs for Qualitative and Quantitative Phenotypes., and its association with phenotype,MIDESP: Detection of epistasis between SNPs in quantitative and qualitative phenotypes.,MIDESP: Detection of epistasis between SNPs in quantitative and qualitative phenotypes.,0.04546012039207043
35405904,G0S2 Gene Polymorphism and Its Relationship with Carcass Traits in Chicken.,Method of  in chicken,Cloning and characterization of the G0S2 gene and its association with carcass traits of chickens.,Cloning and characterization of the G0S2 gene and its association with carcass traits of chickens.,0.09615094003919297
34773482,LncRNAs in domesticated animals: from dog to livestock species., and its association with protein,Transcriptome-based catalogues of long non-coding RNAs in domestic animals.,Transcriptome-based catalogues of long non-coding RNAs in domestic animals.,0.023980296761827107
35066209,Multifaceted roles of the egg perivitelline layer in avian reproduction: Functional insights from the proteomes of chicken egg inner and outer sublayers.,Study of  in chicken,Proteomic analysis of the avian egg perivitelline layer and the chicken egg yolk.,Proteomic analysis of the avian egg perivitelline layer and the chicken egg yolk.,0.061832992652054795
35391799,Population Genomic Sequencing Delineates Global Landscape of Copy Number Variations that Drive Domestication and Breed Formation of in Chicken.,Analysis of  in chicken,Whole-Genome Sequencing Reveals Novel Genes Associated withCopy Number Variation in Chicken.,Whole-Genome Sequencing Reveals Novel Genes Associated withCopy Number Variation in Chicken.,0.022907788783684456
35145500,"RW-BP100-4D, a Promising Antimicrobial Candidate With Broad-Spectrum Bactericidal Activity.",Study of  in chicken,A short linear antimicrobial peptide RW-BP100-4D reduces multidrug-resistant Staphylococcus aureus by reducing the N-terminal 4th amino acid from L- to D-enantiomer.,A short linear antimicrobial peptide RW-BP100-4D reduces multidrug-resistant Staphylococcus aureus by reducing the N-terminal 4th amino acid from L- to D-enantiomer.,0.010862721615727716
34567076,Time Course Transcriptomic Study Reveals the Gene Regulation During Liver Development and the Correlation With Abdominal Fat Weight in Chicken.,Study of  in chicken,Transcriptome analysis of the chicken liver reveals the association between liver gene expression and fat deposition during development.,Transcriptome analysis of the chicken liver reveals the association between liver gene expression and fat deposition during development.,0.02890908774321499
